丫	Daemon	Yaya
腥悶	Stuffy	Fishy stuffy
成世	Become a world	Chengde
成身震	Dazzle	Seismic
聲線	Sound	Voice line
腥瘟瘟	Dispenic	Pestilence
先士	Pioneer	Sergeant
衰	decline	Decay
雖	although	Although
需	need	Required
須	Beard	Must
水	water	Water
嗉	crop	
帥	handsome	Handsome
歲	age	years old
歳	Bleak	years old
碎	broken	Crushed
稅	Tax	Taxes
税	Tax	Taxes
誰	who	Who?
誰	who	Who?
緒	thread	thread
瑞	Sorge	Rui
睡	sleep	SLEEP
粹	pure	purely
隧	tunnel	Tunnel
水吧	Water	Water Bar
水吧佬	Water bar	Water Bar Guy
水泵	Pump	Water pump
誰不知	Who doesn't know	Who doesn't know
衰邊瓣	Decaying	Faded flap
水煲	Water pot	Water cooker
水廁	Water toilet	Water closets
水柿	Water persimmon	Persimmon
水錢	Water money	Water money
水槍	water gun	Water gun
水蛋	Water	Water eggs
水斗	Water bucket	Water Bucket
水豆腐	Water tofu	Water tofu
衰到加零一	Decline	Decay to Zero One
衰到貼地	Decline	Decay to the ground
水貨	Parallel import	Water Cargo
水貨客	Parallel	Water cargo
水房	Waterhouse	Water Room
睡房	Sleeping room	Bedroom
衰格	Decline	Decay
水雞	Pheasant	Water chicken
水警	Water police officer	Marine Police
水腳	Water feet	Water foot
衰公	Decline	Decay
水瓜	Melon	Water Melon
水瓜打狗	Water melon	Water melon playing dog
衰鬼	Decaying ghost	The Ghosts
衰鬼豆	Decaying ghost beans	Ghosts Bean
水鬼隊	Water ghost team	Water Ghosts
衰鬼嘢	Decaying ghost	Ghosts
水鬼升城隍	Water ghosts ascended to the city	Water Oni Rising City God
衰過	Decline	Decay
水過鴨背	Water Passing Duck Back	Water over duck back
水鞋	Water shoes	Water shoes
水客	Waters	Water passenger
水喉	Water	Plumbing
水喉管	pipe	Plumbing
水喉水	Padred water	Plumbing
水喉鐵	Padred iron	Plumbing iron
水喉掣	Water throat	Plumbing Switch
水殼	Water shell	Water Shell
衰人	loser	The decay
衰人婆	Drooling	Decayed Mother-in-law
衰嘢	Decline	YEAH
水嘢	Water	Water Yeah
雖然 … , 但係 …	Although ..., but it is ...	Although..., but...
衰樣	Decay	Decay
水魚	Waterfish	Water fish
水摳油	Water	Water pull oil
水律	Water law	Water law
碎料	Squeak	Scragment
衰佬	Decline	decay
水馬	Water horse	Water horse
歲晚	Night	Year-old
水尾	Water tail	Mizuo
衰唔起	Decline	Decay
稅務主任	Tax director	Tax Officer
衰女	Decaying woman	Female decay
衰女包	Decay women's bag	decay bag
碎銀	Crushed silver	Crushed Silver
水牛芝士	Buffalo	Mozzarella cheese
衰牌	Decaying card	Decay card
水炮	Water cannons	Water cannon
水皮	Water skin	Water Skin
衰婆	Declining mother -in -law	Decayed woman
水梊	Watery	Water droplers
水泡	blister	Blisters
水洗都唔清	Washing is clear	Washing is not clear
水洗都唔甩	Washed all dumps	Washing is not dumped
衰神	Decaying god	God of decay
衰十一	Eleven	decay eleven
碎濕濕	Wet	Shredded wet
衰收屘	Decaying harvest	Decay
水蛇春咁長	Water snake spring long	Water snake is so long
衰衰哋	Decline	Decay
衰衰噉	Decay	Decay
水司拿	Shuishi	Water Division
水上電單車	Water motorcycle	Water Motorcycle
水上新娘	Water bride	Bride on the Water
水氹	Watery	Shui Taipa
水頭	Water head	Water Head
水頭充足	Plenty of water	Adequate Head
水台	Water platform	Water Platform
水塘	Pond	Reservoirs
水橫枝	Horizontal branches	Water Cross Branch
水汪	Watery	Watery
水汪汪	Watery	Watery
衰仔	Bad guy	Faded
水掣	Waters	Water Switch
衰仔紙	Decaying paper	Faded paper
水浸	Water soaking	Flooding
水浸眼眉	Water -soaked eyebrow	Flooded eyebrow
水浸銀行	Water -soaked bank	Flooding Banks
水圳	Water	Shuizen
水螆	Watery	Water droplers
碎紙	Shattered paper	Shredded Paper
碎紙包	Crushed paper bag	Shredded Paper Pack
水靜河飛	Shui Jinghefei	Hydrostatic River Fly
衰咗	Decay	Deterioration
徇	Bleak	
詢	Ask	Inquiry
㖘	Bleak	
笋	Bamboo shoot	
筍	Bamboo shoot	Bamboo shoots
౸	Bleak	
信	letter	Letter
訊	News	news
遜	Inferior	inferior
囟	Bleak	
唇	lip	Lips
純	pure	Pure
馴	tame	Tamer
順	Go	Shun
馴品	Domestic	tame
順得哥情失嫂意	Brother Shunwen Lost	Shun Tak Love Lost Sister-in-law
順檔	Stall	Shun file
筍貨	Bamboo shoots	Bamboo Shoots
順境	Smooth situation	Shun border
唇膏	Lipstick	lipstick
筍工	Bamboo shoot worker	Bamboo Shoots
筍嘢	Shoot	Bamboo Shoots
信用咭	Credit 咭	CREDIT CARD
信唔過	Believe in	Don't believe
筍盤	Padding	Bamboo plate
順攤	Stall	Shun stall
徇眾要求	Demand	Public requirements
恤	Shirt	Shirt
裇	Bleak	Shirt
㘚	Bleak	
術	Surgery	surgery
恤波	Shot wave	Shirt wave
恤髮	Shot	Shirt Hair
術科	Surgery	Department of Surgery
恤衫	Shirt	SHIRT
蛇蛇豬	Snake	Snake Pig
些少	little	Less
賒數	Quota	Credit
蛇鼠一窩	Snake Rat	Snake and Rat
蛇船	Snake boat	Snake Boat
SET	Set	SET
蛇頭	Snake head	Snakehead
蛇頭鼠眼	Snake -headed	Snake Head Rat Eye
社團	Community	Societies
SALES	Sales	SALES
SALES哥哥	Brother Sales	SALES
SALES姐姐	Sales Sister	SALES Sisterress
蛇王	Snake king	Snake King
社會服務令	Social service order	Community Service Orders
社會工作	social work	Social Work
寫習字	Write a word	Writing Word
蛇仔	Snake	Snake
寫真	Photo	Photo
寫真集	Photo Album	Photo book
寫字椅	Writing chair	Writing chair
寫字樓	Office building	Office Building
寫字枱	desk	Writing desk
寫紙仔	Write paper	Writing Paper
射住	Shoot	Shoot.
俬	Bleak	Furniture
司	manage	Division
嗜	Addicted	craving
嘶	hiss	hissing
尸	corpse	Corpse
屍	corpse	Corpse
師	division	TEGER
廝	Cricket	Ies
思	think	Thoughts
斯	San	Sr.
施	Apply	Shih
獅	lion	LION
私	private	Privately
糹	Bleak	
絲	Silk	Silk
螄	Bleak	
使	make	Make
史	history	History
士	scholar	taxis
屎	shit	Shit
四	Four	Four
肆	Unrestrained	4
試	try	Try
匙	key, spoon	Spoon
嗜	Addicted	craving
時	hour	Hours
時	hour	Hours
市	city	City
事	thing	Thing
侍	Wait	Servuliers
士	scholar	taxis
是	yes	Yes
氏	Clan	Clan
示	Show	Show
礻	Bleak	
蒔	Bleak	dill
視	See	View
豉	Saga	tempeh
事	thing	Thing
士	scholar	taxis
氏	Clan	Clan
示	Show	Show
豉	Saga	tempeh
士	scholar	taxis
士巴拿	Shiba	Category: Spartans
事不離實	Unsatisfactory	Things are not real
時不時	From time to time	from time to time
士啤	Scholar beer	Beer
士啤鎖匙	Cash beer lock	Beer Key
士啤軚	Shi Beerya	Beer steering
是必	Must	Yes must
屎波	Shit	Shit Wave
施暴	Violence	Violence
士砵裇	Scholarly	Sporting
屎蟲	Shit	Shit
絲打	Scoop	Silk Beating
時呆佬	Dumb	Time Dumb
士擔	Scholarly	Shihden
是但	Yes but	Yes, but...
私竇	Private sinus	Private Sinus
屎斗	Shit	Shit bucket
CD	CD	CD
士的	Scholarly	Taxis
士點	Scholarship	Shim Point
士多	More than a scholar	Tor
士多啤梨	Shito Becher	STRAWBERRY
士多啤梨場	Shibo Rewarn Farm	Strawberry Farm
士多啤梨汁	Shibuchide juice	Strawberry Juice
士多啤梨芝士凍餅	Shibuobee ​​cheese frozen cake	Strawberry Cheese Parfait
士多店	Shibo shop	Store
士多房	storage room	Multi-room
市道	City road	City Road
示範單位	Sample house	Demonstration Unit
市肺	City lung	City lung
屎框	Shit	Shit
屎框鬼	Shit ghost	Shit ghosts
屎框痕	Shit	Shit scars
屎框佬	Shit	Shit Guy
屎框窿	Shit	Shit hole
屎框生瘡	Sore	Shit and sores
屎框精	Shit	Shit
是非釘	Right and non -nail	Yes or non-nail
是非啄	Right and wrong	Yes and non-pecking
是非皆因強出頭	Right and wrong are because of their strengths	All are due to strong head-outs
是非根	Right and wrong	Yes and non-root
是非鬼	Right and non -ghost	Are non-ghosts
是非只為多開口	Right and wrong just open more	Yes and not just for more openings
私伙	Private part	Private
私房菜	Private dish	Private Kitchen
CIVIL	Civil	CIVIL
師傅	master	Master
市虎	City tiger	City Tiger
師父到	Master	Master to
時款	Time	Time models
師傅仔	Master	Master Tsai
私家	Private	Privately
私家車	Private car	Private Car
私家車牌	Private license plate	Private License Plate
私家檔	Private gear	Private Files
試更	Try more	Try More
私家偵探	private detective	Private detective
屎計	Shit	Shit Gauge
屎急開坑	Shit	Shit rush to open the pit
事急馬行田	Urgent Ma Xingtian	Keikyu Ma Gyoda
私己	Selfish self	Private
私己錢	Private money	Your own money
司機陷阱	Driver trap	Driver Traps
試鏡	Audition	Audition
士哥	Brothers	Seagor
思覺失調	Imbalance	Espritic disorders
事幹	Do things	Trunk
士干包	Scholarly	Dry bag
師姑	Aunt	Teacher
師姑庵	Auntie	Shikuan
事關	Be	It's about
試過	Trial	Tried
時光廊	Time	Time Gallery
屎坑	Pits	SHIT PIT
屎坑計	Pits	Shit pit gauge
屎坑公賣草紙	Shitaki Gong Selling Covered Paper Paper	Shit pit public sale grass paper
屎坑關刀	Pits off the knife	Shit Pit Knife
屎坑橋	Shit	Shit Pit Bridge
時候	when	Time
師兄	Brothers	Brother
私隱	Privacy	PRIVACY
私隱權	Privacy	PRIVACY
私人屋邨	Private house	Private housing estates
私人屋苑	Private housing	Private housing estates
豉油	soy sauce	Soy Sauce
豉油碟	Sauce	Soy Sauce Dish
豉油雞	Sauce chicken	Soy Sauce Chicken
豉油撈飯	Sauce rice	Rice with Soy Sauce
時有時冇	Sometimes	Sometimes
豉油樽枳	Soy oil bottle tadpole	Soy Sauce
師爺	Master	Master
思疑	Doubt	Questionable
私煙	Private smoke	illicit cigarettes
侍應	Servant	Waiter
私影妹	Private video girl	Private movie sister
侍應生	waiter	Waiter/Waitress
侍應太度	Safe Tai Du	Waiter too
式	Mode	formula
息	interest	interest
悉	Know	note
惜	Cherish	Cherish
昔	Xi	Archive
晰	Clear	Clarity
析	Analyze	Analysis
熄	Extinguish	Extinguished
色	color	COLOR
識	knowledge	knowledge
適	suitable	Appropriate
釋	release	Releasing
飾	Decorate	Decoration
骰	dice	Dice
蝕	eclipse	Eclipse
食	Food	Eater
士	scholar	taxis
食晏	Eater	Yan-Yan
食晏晝	Eat Yan Day	Eater An Day
食白粉	White powder	Edible White Powder
食白果	Ginkgo	White fruit
食飽	Be full	Satiety
食霸王餐	Meal meal	Food King Meal
食霸王飯	Meal	Food King Rice
食霸王雞	Food Chicken	Food King Chicken
食波餅	Puppet cake	WAFER CAKE
食餐勁嘅	Meal	Eating a strong meal
食七咁食	Eat seven 咁	Eat seven
色情架步	Pornography	Erotic Stand Step
食錯嘢	Eat the wrong	Wrong Food
食草	Herb	Herbivorous
識穿	Know	Wear-Through
食大茶飯	Big tea rice	Large tea rice
食蛋	Eater	Egg eating
識得	Know	Recognize
食得鹹魚抵得渴	Eat salty fish is thirsty	Eat salted fish to thirst
食得係福,著得係祿,瞓得就生肉	The food is blessed, so I am a Lu, and it is raw	Food is blessed, with Delus, and when you get it, you get raw meat
食得禾米多	Eat Hemigo	Eater Wo Mido
熄燈	Turn off the light	Lights Out
食豆腐	Tofu	Tofu
識點做人	Be a person to be a person	Know the point of being a man
屎棋	Shit	Shit chess
市區的士	Scholar in the city	Urban Taxi
食飯	Meal	meal
食飯枱	Dining table	Meal table
食花生睇戲	Food Peanut Drama	Eating Peanuts
食家	Eater	Foodies
食價	Food price	Food Price
食夾棍	Stub	Food Clip Stick
食經	Meridian	The Estronomic
食個叉燒	Pork roast	Eat a char siu
食穀種	Grain species	Cereals
食過番尋味	Eat	After eating a taste
食過夜粥	Night porridge	Eat overnight porridge
息口	Stretch	Breath mouth
食口垃圾	Food garbage	Food waste
屎橋	Shit bridge	Shit Bridge
市橋蠟燭	City bridge candle	CITY BRIDGE CANDLE
識飲識食	Drink and eat	Food & Drink
食人唔槲骨	食 食 槲 槲 槲	Man-Eating Bone
食嘢	Eater	Food
食煙	Smoke	Cigarette eating
食煙斗	Smoke bucket	Smoking pipe
息影	Shadow	Breath Shadow
識認	Recognize	Recognize
食藥	Food	Food medicine
食藥丸	Pill	Food Pills
食藥水	Patent	Food Potions
食軟飯	Soft rice	Soft Rice
食丸仔	Pill	Meatballs
食咭	Eater	Food Card
食力	Food	Food Power
食零蛋	Zero	Snack Egg
食零雞蛋	Zero eggs	Snack Eggs
食蓮子羹	Lotus seeds	Lotus Seed Soup
食療	Therapy	Dietary therapy
食螺螄	Snails	Whelk
識撈	Know	Fishing
識撈世界	Know the world	Fishing World
食晚飯	Dinner	Dinner
食貓面	Cat noodle	Cat Food
食霠霠	霠 霠 霠 霠 霠	Eater
食唔到	Reaches	Not enough to eat
食尾糊	Tail	Tail paste
食唔落	Eat	Eat and eat
食唔安瞓唔落	Food and Anya	Eating well
食無情雞	Ruthless chicken	Eating a ruthless chicken
食奶	Milk	Milk
識諗	Know	Knowledge
食額	Eclipse	Food Amount
食牛肉乾	Beef jerk	Beef Jerky
食檸檬	Lemon	Eater Lemon
食偏門	Partial door	Food Gate
食偏門飯	Food partial meals	Bianomon rice
食生菜	Lettuce	Lettuce
食生菜咁食	Eating lettuce	Eating Lettuce
食西藥	Western medicine	Western Food Medicine
食塞米	Symithi	Rice stopper
食神	Food god	God of Eater
食死貓	Dying cat	Dead Eater Cat
色水	Color water	Color Water
食水	water	Drinking water
食水深	Deep water	Water depth
熄匙	Turn off	Spoon
食肆	Restaurant	Restaurants
色士風	Colorful	saffolds
食屎屙飯	Rice	Shit rice
食宵夜	Supper	Supper
食素	Eater	Vegetarian
食餸	Eater	Food
食雪茄	Cigar	Cigars
識彈唔識唱	Singing and singing	Bomb does not sing
食拖鞋飯	Slipper rice	slipper rice
食環主任	Eater	Director, Food Ring
食偉哥	Brother Food	Food Viagra
食皇家飯	Royal meal	Eat Royal Rice
食枉米	Eater	Eater Rice
食糊	Boring	Food paste
食碗面,反碗底	Bowl noodles, anti -bowl bottom	Bowl noodles, anti-bowl bottom
食齋	Eater	Fasting
食詐糊	Disqualding	Food fraud paste
骰仔	Dice	Dice
食滯	Stagnation	Stagnation
食自己	Eat myself	Eat Yourself
適值	Appropriate value	Appropriate value
食蕉	Banana	Banana
食咗飯未啊?	Have you been a meal?	Have you eaten your meal?
食咗人隻豬	Dian people only pigs	Eating a human pig
識做	Conscious	Do knowledge
食早餐	Breakfast	Eat Breakfast
食中藥	Chinese medicine	Eating Chinese Medicine
食住花生等睇戲	Food, residential peanuts and other plays	Eating and living peanuts
食住上	Eat and live	Eating and living
食住條水	Water -eating water	Eating and drinking water
士叻	Shirat	Shilat
時哩啥嚹	What is the time?	What is the time mile
士碌㗎	Shi Luzheng	Sekker
閃	flash	Flash
簷	eaves	eaves
蟬	cicada	cicada
司馬秤	Sima scale	sima scale
時嘜	Timely	Time Mark
士嘜	Scholarly	Tse Brand
試咪	Trial	Test microphone
斯文敗類	Sven	Sven scum
斯文賊	Swen thief	Sven Thief
斯文淡定	Swen calm	Sven calm
士敏土	Shimin	Westminster soil
絲襪奶茶	Stockings milk tea	Stockings Milk Tea
SIM咭	Sim 咭	SIM card
閃炩	Shock	Glitter
絲母	Silk mother	Silk Mother
簷篷	Tent	Canopies
師妹	Sisters	SISTER
閃咗人	Flash	Flash people
仙	Fairy	Sin
先	First	First
鮮	fresh	fresh
跣	Bleak	
扇	fan	Fan
煽	fan	incitement
綫	Wire	Line
線	Wire	Line
鏾	Bleak	
騸	geld	
܎	Bleak	
唱	Sing	
胩	Bleak	
線	Wire	Line
鱔	Boring	Eel
善	good	goodness
擅	Be good at	unauthorized
羨	envy	Envy
膳	meal	Meal
師奶	Teacher -in -law	Grandma
師奶殺手	Milk Killer	Grandma Killer
線報	Line report	Line newspaper
線步	Line	Line step
胩嚫	Bleak	
煽情	Sensational	Sensational
胩低	Downturn	Low
仙都唔仙吓	Xiandu is scared	Scared
善款	Good money	Charity
升	Lift	l
星	star	STARS
聲	Voice	Sound
鋅	Zinc	ZINC
醒	Awake	Wake up
勝	Win	WINS
姓	surname	Surname
性	sex	Sex
聖	Holy	St.
乘	take	Multiply
城	city	City
成	become	into
承	Inherit	Undertakings
誠	Sincere	Honest
成	become	into
盛	Prosperous	Sheng
繩	rope	Rope
盛	Prosperous	Sheng
屎眼	Shit	Shit Eye
܎雞	Pheasant	Chicken
… 先, … 跟住	... first, ...	... first... stay with me.
城巴	Urban bus	Citybus
性侵犯	Sexual assault	Sexual assault
勝出	Win out	WINNING
聖誕咭	Christmas 咭	Christmas Card
醒定	Wake up	Wake up
先幾日	A few days first	A few days first
星加坡	Star Po	SINGAPORE
星架坡	Star rack	Star Rack Slope
星架波	Astrological wave	Star Frame Wave
升降機	lift	Lifts
成功踢保	Successfully kick	Kick-Insurate Success
勝瓜	Gourd	Katsugourd
星君	Xingjun	Star Jun
星君仔	Xingjunzai	Star Kwan Chai
醒起	Wake up	Wake up
升學黃頁	Yellow Page	Yellow Pages
成行成市	Chengxingcheng City	Shing Hong Shing
成人電影	Adult movie	Adult Movies
成人紙屎片	Adult paper shit	Adult paper feces
星級人馬	Star	Star
姓賴	Surname Lai	Lai
升呢	Ascend	l
星媽	Star mother	Star Mom
升唔到職	Get up	l Not to be
醒唔起	Wake up	Wake up
醒目	Eye -catching	Eye-catching
醒目仔	Eye -catching	SMART BOT
承你貴言	to your regards	I promise you your words.
胩腳	Feet	Barefoot
先嗰輪	First round	Pre-faster wheel
先嗰排	Row first	Pioneer row
先個排	Row first	First row
醒耙	Wake up	Wake Rake
鋅盆	Zinc basin	Sink
成盤	Disk	Into a plate
誠心	sincerity	Sincere
醒神	Wake up	Awake
升水	Rising water	l of water
醒水	Wake up	Wake up
性事	Sexual affairs	Sex
醒醒定定	Wake up	Wake up!
升上神台	Ascend to Shentai	Ascendance of the Godstand
成數	Success	Number of components
性騷擾行為	Sexual harassment	Sexual harassment
星探	Scout	Star Scout
仙股	Fairy stock	Centa stock
醒胃	Stomach	Stomach
盛惠	Shenghui	Sheng Hui
星運	Star luck	Star Fortune
鮮果沙律	Fresh frutrite	Fresh Fruit Salad
繩仔	Rope	Rope
勝在夠S.V.	Sheng is enough S.V.	Winning is enough S.V.
時年	Time of time	Time year
線人	Threadman	Inuihumans
線人費	Toll	Inline fee
先一排	First row	First row
鮮茄免治牛肉燴意粉	Fresh eggplant -free beef stewed powder powder	Minced Beef Spaghetti with Tomato
先令	shilling	shilling
線絡	Thread	Line
線路版	Line version	LINE VERSION
線轆	Thread	Wire reel
線眼	Thread	Liner Eye
先排	First arrangement	First row
線衫	Thread shirt	Sweaters
先生	gentlemen	Sir.
先時	First time	First time
仙士	Fairy	Cassian
跣胎	Tire	abortion
胩軚	Bleak	Steering wheel
先頭	Pioneer	First
鮮甜	Sweet and sweet	Fresh and sweet
胩鑊甘	Be sweet	Sweet Wok
先至	First -time	First to
善長仁翁	Shan Changren	Shang Chang Ren Weng
揳	Bleak	
攝	Take	Photograph
涉	Involve	Involve
Ӽ	Bleak	
䗈	Bleak	
攝青鬼	Ghost	Photograph Blue Ghost
攝電	Call	Power photographic
Ӽ高枕頭諗吓	Ӽ High pillow scary	Raise pillow scare
屎片	Shit	Shit Flakes
涉嫌	Suspected	Allegedly
攝石	Stones	Photo Stone
攝鐵	Iron	Photo iron
