Word	POS	Def	derogatory	offensive	vulgar	age	crime	disability	ethnicity	geography	other	politics	religion	sex	socioeconomic	substance	suicide
#MeToo	noun	social movement opposing sexual harassment					sexual					feminism		gender_female, sexuality
snots	noun	contemptible or worthless person	y
snout	noun	police informer					police
snouts	noun	police informer					police
snow	noun	cocaine														drugs
snowflake	noun	person entitled to privileged treatment	y
snows	noun	cocaine														drugs
snuff	noun	powdered tobacco that is sniffed up nostril rather than smoked														drugs
snuff film	noun	pornographic film or video of actual murder												sexuality
snuff films	noun	pornographic film or video of actual murder												sexuality
snuff movie	noun	pornographic film or video of actual murder												sexuality
snuff movies	noun	pornographic film or video of actual murder												sexuality
snuffle buster	noun	puritanical person who spoils enjoyment of others	y
snuffle busters	noun	puritanical person who spoils enjoyment of others	y
snufflebuster	noun	puritanical person who spoils enjoyment of others	y
snufflebusters	noun	puritanical person who spoils enjoyment of others	y
snuffs	noun	powdered tobacco that is sniffed up nostril rather than smoked														drugs
snus	noun	powdered tobacco														drugs
soak	verb	heavy drinker														alcohol
soaks	verb	heavy drinker														alcohol
social Darwinism	noun	theory that individuals, groups, and peoples are subject to same Darwinian laws of natural selection							y
social class	noun	division of society based on social and economic status													class
social classes	noun	division of society based on social and economic status													class
social climber	noun	person who is anxious to gain higher social status	y
social climbers	noun	person who is anxious to gain higher social status	y
social democracy	noun	socialist system of government achieved by democratic means										system
social disease	noun	sexually transmitted disease												sexuality
social diseases	noun	sexually transmitted disease												sexuality
social drinker	noun	person who drinks alcohol chiefly on social occasions and only in moderate quantities														alcohol
social drinkers	noun	person who drinks alcohol chiefly on social occasions and only in moderate quantities														alcohol
social engineering	noun	use of deception to induce someone to divulge information					y
social exclusion	noun	exclusion from prevailing social system and its rights and privileges							y
social justice warrior	noun	person who promotes progressive views	y
social justice warriors	noun	person who promotes progressive views	y
socialism	noun	political and economic theory of social organization										doctrine, system
socialist	noun	person who advocates or practises socialism										supporter
socialists	noun	person who advocates or practises socialism										supporter
societies	noun	aggregate of people who are fashionable, wealthy, and influential, regarded as forming distinct group in community													class
society	noun	aggregate of people who are fashionable, wealthy, and influential, regarded as forming distinct group in community													class
sociopath	noun	person exhibiting antisocial impulsive behaviour						mental
sociopathies	noun	persistent pattern of impulsive or antisocial behaviour						mental
sociopaths	noun	person exhibiting antisocial impulsive behaviour						mental
sociopathy	noun	persistent pattern of impulsive or antisocial behaviour						mental
sod	noun	unpleasant or obnoxious person	y		y									sexuality_gay, sexuality
sod all	phrase	absolutely nothing			y
sod off	verb	go away			y
sodded	noun	unpleasant or obnoxious person	y		y									sexuality_gay, sexuality
sodding	adjective	used to express frustration, anger, or impatience			y
sodding	noun	unpleasant or obnoxious person	y		y									sexuality_gay, sexuality
sodium gamma-hydroxybutyrate	noun	designer drug with anaesthetic properties														drugs
sodomise	verb	have anal intercourse with												sexuality
sodomised	verb	have anal intercourse with												sexuality
sodomises	verb	have anal intercourse with												sexuality
sodomising	verb	have anal intercourse with												sexuality
sodomite	noun	person who engages in anal intercourse	y											sexuality_gay, sexuality
sodomites	noun	person who engages in anal intercourse	y											sexuality_gay, sexuality
sodomize	verb	have anal intercourse with												sexuality
sodomized	verb	have anal intercourse with												sexuality
sodomizes	verb	have anal intercourse with												sexuality
sodomizing	verb	have anal intercourse with												sexuality
sodomy	noun	anal intercourse												sexuality
sods	noun	unpleasant or obnoxious person	y		y									sexuality_gay, sexuality
soft	adjective	(of drug) not likely to cause addiction												sexuality		drugs
soft target	noun	person or thing that is relatively unprotected or vulnerable										terrorism
soft targets	noun	person or thing that is relatively unprotected or vulnerable										terrorism
soft-core	adjective	(of pornography) suggestive or erotic but not explicit												sexuality
softa	noun	Muslim student of sacred law and theology											muslim
softas	noun	Muslim student of sacred law and theology											muslim
softcore	adjective	(of pornography) suggestive or erotic but not explicit												sexuality
softer	adjective	(of drug) not likely to cause addiction												sexuality		drugs
softest	adjective	(of drug) not likely to cause addiction												sexuality		drugs
soixante-neuf	noun	sexual activity between two people involving mutual oral stimulation of each other's genitals												sexuality_sexact
soldier	noun	person who serves in army										war
soldier of Christ	noun	active or proselytizing Christian											christian
soldiered	noun	person who serves in army										war
soldiering	noun	person who serves in army										war
soldiers	noun	person who serves in army										war
soldiers of Christ	noun	active or proselytizing Christian											christian
solicit	verb	accost someone and offer one's or someone else's services as prostitute												sexuality
solicitation	noun	act of accosting someone and offering one's or someone else's services as prostitute												sexuality
solicited	verb	accost someone and offer one's or someone else's services as prostitute												sexuality
soliciting	noun	action of accosting someone and offering services as prostitute												sexuality
soliciting	verb	accost someone and offer one's or someone else's services as prostitute												sexuality
solicits	verb	accost someone and offer one's or someone else's services as prostitute												sexuality
solvent abuse	noun	use of certain volatile organic solvents as intoxicants by inhalation														drugs
soma	noun	narcotic drug which produces euphoria and hallucination														drugs
sorceress	noun	female sorcerer											occult
sorceresses	noun	female sorcerer											occult
sororicide	noun	killing of one's sister					murder
sororicides	noun	killing of one's sister					murder
sorted	adjective	(of person) prepared for or provided with something														drugs
sot	noun	habitual drunkard														alcohol
sotong	noun	foolish or confused person	y
sotongs	noun	foolish or confused person	y
sots	noun	habitual drunkard														alcohol
soul	noun	black American culture or ethnic pride							black
soul brother	noun	(in African American usage) black man							black
soul brothers	noun	(in African American usage) black man							black
soul food	noun	food traditionally associated with black people of southern US							black
soul music	noun	pop music incorporating rhythm and blues and gospel							black
soul sister	noun	(in African American usage) black woman							black
soul sisters	noun	(in African American usage) black woman							black
